Match Index,Batsman,Player Total Runs ,Player Home Runs,Player Non Home Runs,Balls Faced,R0,W0,R1,W1,Current_HR,Current_NHR,Total Runs in Segment, Total HR till Segment, Total NHR till Segment,Total Runs Till Segment,Target,Final Runs Made,Extras,Team,Home,Segment,Opponent Runs
55,RP Arnold,0.0,0.0,0.0,2,140.0,3,18.0,2,0.0,12.0,12,58,112,170,0,226,17,Sri Lanka,0,9,223
55,MF Maharoof,0.0,0.0,0.0,0,140.0,3,18.0,2,0.0,12.0,12,58,112,170,0,226,17,Sri Lanka,0,9,223
55,KMDN Kulasekara,0.0,0.0,0.0,0,140.0,3,18.0,2,0.0,12.0,12,58,112,170,0,226,17,Sri Lanka,0,9,223
55,HMCM Bandara,0.0,0.0,0.0,0,140.0,3,18.0,2,0.0,12.0,12,58,112,170,0,226,17,Sri Lanka,0,9,223
55,A Symonds,56.0,28.0,28.0,63,182.0,3,26.0,0,10.0,5.0,15,118,105,223,227,232,9,Australia,0,9,207
55,RT Ponting,58.0,16.0,42.0,73,182.0,3,26.0,0,10.0,5.0,15,118,105,223,227,232,9,Australia,0,9,207
56,MS Panesar,1.0,0.0,1.0,12,109.0,5,13.0,3,4.0,5.0,9,54,77,131,0,154,13,England,0,9,148
56,RS Bopara,12.0,8.0,4.0,19,109.0,5,13.0,3,4.0,5.0,9,54,77,131,0,154,13,England,0,9,148
56,JM Anderson,0.0,0.0,0.0,0,109.0,5,13.0,3,4.0,5.0,9,54,77,131,0,154,13,England,0,9,148
58,RR Sarwan,52.0,22.0,30.0,59,112.0,3,31.0,1,10.0,24.0,34,60,117,177,0,230,9,West Indies,1,9,121
58,BC Lara,4.0,0.0,4.0,7,112.0,3,31.0,1,10.0,24.0,34,60,117,177,0,230,9,West Indies,1,9,121
58,Mushfiqur Rahim,29.0,8.0,21.0,64,100.0,7,11.0,2,0.0,10.0,10,36,85,121,231,131,10,Bangladesh,0,9,220
58,Syed Rasel,1.0,0.0,1.0,3,100.0,7,11.0,2,0.0,10.0,10,36,85,121,231,131,10,Bangladesh,0,9,220
59,A Symonds,11.0,4.0,7.0,16,213.0,3,31.0,1,0.0,24.0,24,116,152,268,0,348,14,Australia,0,9,124
59,MEK Hussey,14.0,4.0,10.0,15,213.0,3,31.0,1,0.0,24.0,24,116,152,268,0,348,14,Australia,0,9,124
59,SR Watson,0.0,0.0,0.0,0,213.0,3,31.0,1,0.0,24.0,24,116,152,268,0,348,14,Australia,0,9,124
60,MN Samuels,46.0,30.0,16.0,33,183.0,4,49.0,0,8.0,16.0,24,148,108,256,0,300,18,West Indies,1,9,279
60,S Chanderpaul,25.0,16.0,9.0,23,183.0,4,49.0,0,8.0,16.0,24,148,108,256,0,300,18,West Indies,1,9,279
60,DJ Bravo,0.0,0.0,0.0,0,183.0,4,49.0,0,8.0,16.0,24,148,108,256,0,300,18,West Indies,1,9,279
60,PA Nixon,4.0,0.0,4.0,10,176.0,5,24.0,1,16.0,21.0,37,100,137,237,301,301,17,England,0,9,282
60,KP Pietersen,62.0,20.0,42.0,70,176.0,5,24.0,1,16.0,21.0,37,100,137,237,301,301,17,England,0,9,282
61,DPMD Jayawardene,46.0,12.0,34.0,74,142.0,4,33.0,0,20.0,25.0,45,96,124,220,0,289,13,Sri Lanka,0,9,187
61,TM Dilshan,16.0,8.0,8.0,15,142.0,4,33.0,0,20.0,25.0,45,96,124,220,0,289,13,Sri Lanka,0,9,187
61,JEC Franklin,28.0,8.0,20.0,37,146.0,9,29.0,0,4.0,8.0,12,82,105,187,290,208,21,New Zealand,0,9,272
61,JS Patel,24.0,10.0,14.0,31,146.0,9,29.0,0,4.0,8.0,12,82,105,187,290,208,21,New Zealand,0,9,272
62,A Nel,8.0,4.0,4.0,41,107.0,8,7.0,0,12.0,6.0,18,74,58,132,0,149,17,South Africa,0,9,142
62,JM Kemp,37.0,14.0,23.0,84,107.0,8,7.0,0,12.0,6.0,18,74,58,132,0,149,17,South Africa,0,9,142
62,CK Langeveldt,0.0,0.0,0.0,0,107.0,8,7.0,0,12.0,6.0,18,74,58,132,0,149,17,South Africa,0,9,142
64,H Masakadza,72.0,20.0,52.0,97,129.0,2,24.0,1,4.0,15.0,19,64,108,172,0,197,15,Zimbabwe,1,9,191
64,E Chigumbura,0.0,0.0,0.0,1,129.0,2,24.0,1,4.0,15.0,19,64,108,172,0,197,15,Zimbabwe,1,9,191
64,S Matsikenyeri,0.0,0.0,0.0,0,129.0,2,24.0,1,4.0,15.0,19,64,108,172,0,197,15,Zimbabwe,1,9,191
64,TV Mufambisi,0.0,0.0,0.0,0,129.0,2,24.0,1,4.0,15.0,19,64,108,172,0,197,15,Zimbabwe,1,9,191
64,P Utseya,0.0,0.0,0.0,0,129.0,2,24.0,1,4.0,15.0,19,64,108,172,0,197,15,Zimbabwe,1,9,191
64,Shakib Al Hasan,19.0,4.0,15.0,35,146.0,2,12.0,0,20.0,13.0,33,84,107,191,198,201,10,Bangladesh,0,9,182
64,Shahriar Nafees,96.0,36.0,60.0,134,146.0,2,12.0,0,20.0,13.0,33,84,107,191,198,201,10,Bangladesh,0,9,182
65,MV Boucher,21.0,12.0,9.0,18,144.0,4,35.0,0,0.0,20.0,20,94,105,199,0,248,10,South Africa,1,9,88
65,JH Kallis,92.0,52.0,40.0,133,144.0,4,35.0,0,0.0,20.0,20,94,105,199,0,248,10,South Africa,1,9,88
65,JM Kemp,0.0,0.0,0.0,0,144.0,4,35.0,0,0.0,20.0,20,94,105,199,0,248,10,South Africa,1,9,88
66,JM Kemp,33.0,12.0,21.0,58,127.0,6,29.0,1,40.0,12.0,52,132,76,208,0,274,8,South Africa,1,9,163
66,AJ Hall,16.0,8.0,8.0,19,127.0,6,29.0,1,40.0,12.0,52,132,76,208,0,274,8,South Africa,1,9,163
66,R Dravid,63.0,22.0,41.0,105,137.0,6,26.0,2,0.0,0.0,0,88,75,163,275,168,5,India,0,9,263
66,Z Khan,2.0,0.0,2.0,6,137.0,6,26.0,2,0.0,0.0,0,88,75,163,275,168,5,India,0,9,263
66,A Kumble,0.0,0.0,0.0,0,137.0,6,26.0,2,0.0,0.0,0,88,75,163,275,168,5,India,0,9,263
67,SM Pollock,14.0,6.0,8.0,17,148.0,5,22.0,1,12.0,13.0,25,88,107,195,0,243,6,South Africa,1,9,151
67,HH Gibbs,65.0,20.0,45.0,101,148.0,5,22.0,1,12.0,13.0,25,88,107,195,0,243,6,South Africa,1,9,151
68,MS Dhoni,14.0,0.0,14.0,24,105.0,3,22.0,1,16.0,13.0,29,72,84,156,0,200,13,India,0,9,187
68,KD Karthik,6.0,4.0,2.0,7,105.0,3,22.0,1,16.0,13.0,29,72,84,156,0,200,13,India,0,9,187
68,IK Pathan,0.0,0.0,0.0,0,105.0,3,22.0,1,16.0,13.0,29,72,84,156,0,200,13,India,0,9,187
69,A Symonds,30.0,4.0,26.0,45,157.0,4,24.0,0,20.0,15.0,35,100,116,216,0,289,17,Australia,1,9,174
69,MEK Hussey,20.0,4.0,16.0,31,157.0,4,24.0,0,20.0,15.0,35,100,116,216,0,289,17,Australia,1,9,174
69,CL White,0.0,0.0,0.0,0,157.0,4,24.0,0,20.0,15.0,35,100,116,216,0,289,17,Australia,1,9,174
70,CD McMillan,67.0,36.0,31.0,73,109.0,6,42.0,1,14.0,20.0,34,84,101,185,0,218,20,New Zealand,0,9,208
70,JEC Franklin,6.0,0.0,6.0,7,109.0,6,42.0,1,14.0,20.0,34,84,101,185,0,218,20,New Zealand,0,9,208
70,MR Gillespie,0.0,0.0,0.0,0,109.0,6,42.0,1,14.0,20.0,34,84,101,185,0,218,20,New Zealand,0,9,208
70,CL White,5.0,0.0,5.0,12,141.0,4,20.0,1,12.0,12.0,24,92,93,185,219,224,16,Australia,1,9,195
70,MEK Hussey,35.0,12.0,23.0,54,141.0,4,20.0,1,12.0,12.0,24,92,93,185,219,224,16,Australia,1,9,195
70,B Lee,0.0,0.0,0.0,0,141.0,4,20.0,1,12.0,12.0,24,92,93,185,219,224,16,Australia,1,9,195
70,NW Bracken,0.0,0.0,0.0,0,141.0,4,20.0,1,12.0,12.0,24,92,93,185,219,224,16,Australia,1,9,195
71,RT Ponting,95.0,34.0,61.0,110,170.0,1,55.0,1,16.0,27.0,43,122,146,268,0,343,17,Australia,1,9,308
71,MJ Clarke,0.0,0.0,0.0,2,170.0,1,55.0,1,16.0,27.0,43,122,146,268,0,343,17,Australia,1,9,308
71,A Symonds,0.0,0.0,0.0,0,170.0,1,55.0,1,16.0,27.0,43,122,146,268,0,343,17,Australia,1,9,308
71,MEK Hussey,0.0,0.0,0.0,0,170.0,1,55.0,1,16.0,27.0,43,122,146,268,0,343,17,Australia,1,9,308
71,BB McCullum,6.0,0.0,6.0,10,179.0,4,38.0,1,22.0,18.0,40,142,115,257,344,335,27,New Zealand,0,9,321
71,JDP Oram,50.0,30.0,20.0,42,179.0,4,38.0,1,22.0,18.0,40,142,115,257,344,335,27,New Zealand,0,9,321
72,SB Styris,10.0,4.0,6.0,9,159.0,2,26.0,1,10.0,21.0,31,68,148,216,0,290,20,New Zealand,0,9,278
72,LRPL Taylor,16.0,4.0,12.0,27,159.0,2,26.0,1,10.0,21.0,31,68,148,216,0,290,20,New Zealand,0,9,278
72,JDP Oram,0.0,0.0,0.0,0,159.0,2,26.0,1,10.0,21.0,31,68,148,216,0,290,20,New Zealand,0,9,278
72,RT Ponting,91.0,30.0,61.0,96,163.0,3,41.0,0,14.0,26.0,40,80,164,244,291,291,11,Australia,1,9,264
72,BJ Hodge,47.0,12.0,35.0,58,163.0,3,41.0,0,14.0,26.0,40,80,164,244,291,291,11,Australia,1,9,264
73,A Flintoff,6.0,4.0,2.0,8,144.0,3,31.0,1,12.0,15.0,27,82,120,202,0,242,5,England,0,9,227
73,KP Pietersen,73.0,30.0,43.0,83,144.0,3,31.0,1,12.0,15.0,27,82,120,202,0,242,5,England,0,9,227
73,PA Nixon,0.0,0.0,0.0,0,144.0,3,31.0,1,12.0,15.0,27,82,120,202,0,242,5,England,0,9,227
73,JWM Dalrymple,0.0,0.0,0.0,0,144.0,3,31.0,1,12.0,15.0,27,82,120,202,0,242,5,England,0,9,227
73,MJ Clarke,41.0,12.0,29.0,59,178.0,2,26.0,0,0.0,19.0,19,94,129,223,243,246,19,Australia,1,9,236
73,RT Ponting,75.0,32.0,43.0,81,178.0,2,26.0,0,0.0,19.0,19,94,129,223,243,246,19,Australia,1,9,236
74,JWM Dalrymple,29.0,8.0,21.0,45,133.0,7,11.0,2,0.0,5.0,5,68,81,149,0,155,6,England,0,9,138
74,JM Anderson,1.0,0.0,1.0,7,133.0,7,11.0,2,0.0,5.0,5,68,81,149,0,155,6,England,0,9,138
76,EC Joyce,84.0,32.0,52.0,130,151.0,2,29.0,1,20.0,23.0,43,90,133,223,0,292,24,England,0,9,176
76,AJ Strauss,13.0,4.0,9.0,14,151.0,2,29.0,1,20.0,23.0,43,90,133,223,0,292,24,England,0,9,176
76,JWM Dalrymple,0.0,0.0,0.0,0,151.0,2,29.0,1,20.0,23.0,43,90,133,223,0,292,24,England,0,9,176
77,SE Bond,1.0,0.0,1.0,8,128.0,5,14.0,2,0.0,12.0,12,64,90,154,0,205,18,New Zealand,0,9,195
77,JEC Franklin,7.0,0.0,7.0,9,128.0,5,14.0,2,0.0,12.0,12,64,90,154,0,205,18,New Zealand,0,9,195
77,A Flintoff,36.0,16.0,20.0,40,122.0,4,24.0,1,4.0,15.0,19,52,113,165,206,206,9,England,0,9,186
77,PA Nixon,5.0,0.0,5.0,7,122.0,4,24.0,1,4.0,15.0,19,52,113,165,206,206,9,England,0,9,186
78,JDP Oram,46.0,14.0,32.0,66,100.0,5,25.0,0,14.0,23.0,37,60,102,162,0,210,10,New Zealand,0,9,112
78,BB McCullum,17.0,0.0,17.0,39,100.0,5,25.0,0,14.0,23.0,37,60,102,162,0,210,10,New Zealand,0,9,112
79,L Vincent,76.0,28.0,48.0,118,175.0,3,16.0,1,10.0,17.0,27,100,118,218,0,318,35,New Zealand,0,9,242
79,BB McCullum,0.0,0.0,0.0,0,175.0,3,16.0,1,10.0,17.0,27,100,118,218,0,318,35,New Zealand,0,9,242
79,JDP Oram,3.0,0.0,3.0,6,175.0,3,16.0,1,10.0,17.0,27,100,118,218,0,318,35,New Zealand,0,9,242
79,JEC Franklin,0.0,0.0,0.0,0,175.0,3,16.0,1,10.0,17.0,27,100,118,218,0,318,35,New Zealand,0,9,242
79,JWM Dalrymple,11.0,4.0,7.0,18,154.0,5,17.0,1,12.0,25.0,37,80,128,208,319,260,10,England,0,9,281
79,PA Nixon,6.0,0.0,6.0,15,154.0,5,17.0,1,12.0,25.0,37,80,128,208,319,260,10,England,0,9,281
79,LE Plunkett,0.0,0.0,0.0,0,154.0,5,17.0,1,12.0,25.0,37,80,128,208,319,260,10,England,0,9,281
80,JWM Dalrymple,0.0,0.0,0.0,0,158.0,4,25.0,1,8.0,21.0,29,82,130,212,0,270,10,England,0,9,237
80,PD Collingwood,73.0,20.0,53.0,97,158.0,4,25.0,1,8.0,21.0,29,82,130,212,0,270,10,England,0,9,237
80,SB Styris,9.0,0.0,9.0,15,153.0,3,23.0,0,8.0,16.0,24,72,128,200,271,256,18,New Zealand,0,9,260
80,SP Fleming,99.0,44.0,55.0,140,153.0,3,23.0,0,8.0,16.0,24,72,128,200,271,256,18,New Zealand,0,9,260
80,JDP Oram,0.0,0.0,0.0,0,153.0,3,23.0,0,8.0,16.0,24,72,128,200,271,256,18,New Zealand,0,9,260
80,BB McCullum,0.0,0.0,0.0,0,153.0,3,23.0,0,8.0,16.0,24,72,128,200,271,256,18,New Zealand,0,9,260
80,DL Vettori,0.0,0.0,0.0,0,153.0,3,23.0,0,8.0,16.0,24,72,128,200,271,256,18,New Zealand,0,9,260
81,MJ Clarke,28.0,6.0,22.0,32,171.0,3,36.0,1,4.0,19.0,23,70,160,230,0,252,13,Australia,1,9,240
81,MEK Hussey,12.0,4.0,8.0,11,171.0,3,36.0,1,4.0,19.0,23,70,160,230,0,252,13,Australia,1,9,240
81,GB Hogg,0.0,0.0,0.0,0,171.0,3,36.0,1,4.0,19.0,23,70,160,230,0,252,13,Australia,1,9,240
81,SR Watson,0.0,0.0,0.0,0,171.0,3,36.0,1,4.0,19.0,23,70,160,230,0,252,13,Australia,1,9,240
81,PD Collingwood,90.0,22.0,68.0,111,146.0,4,33.0,0,0.0,29.0,29,44,164,208,253,253,13,England,0,9,239
81,A Flintoff,18.0,6.0,12.0,18,146.0,4,33.0,0,0.0,29.0,29,44,164,208,253,253,13,England,0,9,239
82,A Flintoff,30.0,4.0,26.0,42,141.0,4,27.0,0,12.0,18.0,30,78,120,198,0,246,20,England,0,9,141
82,PD Collingwood,46.0,4.0,42.0,70,141.0,4,27.0,0,12.0,18.0,30,78,120,198,0,246,20,England,0,9,141
82,JWM Dalrymple,0.0,0.0,0.0,0,141.0,4,27.0,0,12.0,18.0,30,78,120,198,0,246,20,England,0,9,141
86,WU Tharanga,94.0,46.0,48.0,119,184.0,3,28.0,0,12.0,18.0,30,136,106,242,0,302,19,Sri Lanka,0,9,229
86,MS Atapattu,30.0,24.0,6.0,30,184.0,3,28.0,0,12.0,18.0,30,136,106,242,0,302,19,Sri Lanka,0,9,229
86,TM Dilshan,0.0,0.0,0.0,0,184.0,3,28.0,0,12.0,18.0,30,136,106,242,0,302,19,Sri Lanka,0,9,229
86,Mashrafe Mortaza,4.0,0.0,4.0,8,142.0,6,15.0,1,22.0,12.0,34,98,93,191,303,265,35,Bangladesh,0,9,281
86,Shakib Al Hasan,43.0,16.0,27.0,87,142.0,6,15.0,1,22.0,12.0,34,98,93,191,303,265,35,Bangladesh,0,9,281
88,MS Atapattu,3.0,0.0,3.0,6,168.0,2,38.0,2,12.0,18.0,30,98,138,236,0,285,14,Sri Lanka,0,9,114
88,TM Dilshan,0.0,0.0,0.0,0,168.0,2,38.0,2,12.0,18.0,30,98,138,236,0,285,14,Sri Lanka,0,9,114
88,MF Maharoof,0.0,0.0,0.0,0,168.0,2,38.0,2,12.0,18.0,30,98,138,236,0,285,14,Sri Lanka,0,9,114
88,T Mupariwa,14.0,4.0,10.0,62,100.0,7,8.0,2,4.0,2.0,6,60,54,114,286,141,27,Zimbabwe,0,9,270
88,T Kamungozi,0.0,0.0,0.0,4,100.0,7,8.0,2,4.0,2.0,6,60,54,114,286,141,27,Zimbabwe,0,9,270
89,Khaled Mashud,14.0,0.0,14.0,38,127.0,8,16.0,0,0.0,7.0,7,68,82,150,0,161,7,Bangladesh,0,9,156
89,Abdur Razzak,9.0,4.0,5.0,23,127.0,8,16.0,0,0.0,7.0,7,68,82,150,0,161,7,Bangladesh,0,9,156
89,Syed Rasel,0.0,0.0,0.0,0,127.0,8,16.0,0,0.0,7.0,7,68,82,150,0,161,7,Bangladesh,0,9,156
90,Shahriar Nafees,86.0,56.0,30.0,139,125.0,3,24.0,0,22.0,13.0,35,102,82,184,0,231,14,Bangladesh,0,9,126
90,Habibul Bashar,18.0,8.0,10.0,29,125.0,3,24.0,0,22.0,13.0,35,102,82,184,0,231,14,Bangladesh,0,9,126
90,Farhad Reza,0.0,0.0,0.0,0,125.0,3,24.0,0,22.0,13.0,35,102,82,184,0,231,14,Bangladesh,0,9,126
90,Mashrafe Mortaza,0.0,0.0,0.0,0,125.0,3,24.0,0,22.0,13.0,35,102,82,184,0,231,14,Bangladesh,0,9,126
90,AJ Ireland,0.0,0.0,0.0,0,111.0,5,9.0,2,0.0,6.0,6,40,86,126,232,130,4,Zimbabwe,0,9,214
90,P Utseya,0.0,0.0,0.0,2,111.0,5,9.0,2,0.0,6.0,6,40,86,126,232,130,4,Zimbabwe,0,9,214
90,EC Rainsford,0.0,0.0,0.0,0,111.0,5,9.0,2,0.0,6.0,6,40,86,126,232,130,4,Zimbabwe,0,9,214
90,T Kamungozi,0.0,0.0,0.0,0,111.0,5,9.0,2,0.0,6.0,6,40,86,126,232,130,4,Zimbabwe,0,9,214
93,SP Fleming,82.0,44.0,38.0,101,129.0,6,27.0,1,4.0,14.0,18,80,94,174,0,195,20,New Zealand,0,9,99
93,JEC Franklin,3.0,0.0,3.0,7,129.0,6,27.0,1,4.0,14.0,18,80,94,174,0,195,20,New Zealand,0,9,99
93,KD Mills,0.0,0.0,0.0,0,129.0,6,27.0,1,4.0,14.0,18,80,94,174,0,195,20,New Zealand,0,9,99
93,JS Patel,0.0,0.0,0.0,0,129.0,6,27.0,1,4.0,14.0,18,80,94,174,0,195,20,New Zealand,0,9,99
94,MS Atapattu,30.0,4.0,26.0,46,179.0,5,23.0,0,0.0,18.0,18,100,120,220,0,253,14,Sri Lanka,0,9,236
94,MF Maharoof,13.0,8.0,5.0,22,179.0,5,23.0,0,0.0,18.0,18,100,120,220,0,253,14,Sri Lanka,0,9,236
94,WPUJC Vaas,0.0,0.0,0.0,0,179.0,5,23.0,0,0.0,18.0,18,100,120,220,0,253,14,Sri Lanka,0,9,236
94,Kamran Akmal,14.0,0.0,14.0,23,147.0,5,24.0,0,10.0,18.0,28,78,121,199,254,255,19,Pakistan,0,9,236
94,Shoaib Malik,25.0,0.0,25.0,42,147.0,5,24.0,0,10.0,18.0,28,78,121,199,254,255,19,Pakistan,0,9,236
94,Abdul Razzaq,0.0,0.0,0.0,0,147.0,5,24.0,0,10.0,18.0,28,78,121,199,254,255,19,Pakistan,0,9,236
95,RS Morton,56.0,20.0,36.0,77,137.0,4,23.0,0,22.0,18.0,40,108,92,200,0,234,5,West Indies,0,9,204
95,BC Lara,50.0,26.0,24.0,79,137.0,4,23.0,0,22.0,18.0,40,108,92,200,0,234,5,West Indies,0,9,204
95,CS Baugh,0.0,0.0,0.0,0,137.0,4,23.0,0,22.0,18.0,40,108,92,200,0,234,5,West Indies,0,9,204
95,MJ Clarke,37.0,12.0,25.0,68,139.0,4,17.0,0,12.0,15.0,27,88,95,183,235,224,20,Australia,0,9,229
95,AC Gilchrist,83.0,40.0,43.0,119,139.0,4,17.0,0,12.0,15.0,27,88,95,183,235,224,20,Australia,0,9,229
95,MEK Hussey,0.0,0.0,0.0,0,139.0,4,17.0,0,12.0,15.0,27,88,95,183,235,224,20,Australia,0,9,229
96,DL Vettori,16.0,4.0,12.0,27,87.0,7,13.0,2,0.0,10.0,10,40,70,110,0,165,23,New Zealand,0,9,153
96,JS Patel,0.0,0.0,0.0,8,87.0,7,13.0,2,0.0,10.0,10,40,70,110,0,165,23,New Zealand,0,9,153
97,PD Collingwood,19.0,4.0,15.0,31,123.0,5,15.0,2,8.0,11.0,19,64,93,157,0,169,12,England,0,9,150
97,SI Mahmood,8.0,0.0,8.0,12,123.0,5,15.0,2,8.0,11.0,19,64,93,157,0,169,12,England,0,9,150
97,SJ Harmison,0.0,0.0,0.0,0,123.0,5,15.0,2,8.0,11.0,19,64,93,157,0,169,12,England,0,9,150
97,JM Anderson,0.0,0.0,0.0,0,123.0,5,15.0,2,8.0,11.0,19,64,93,157,0,169,12,England,0,9,150
98,MV Boucher,15.0,0.0,15.0,27,117.0,4,25.0,1,6.0,19.0,25,48,119,167,0,219,9,South Africa,0,9,129
98,JM Kemp,1.0,0.0,1.0,4,117.0,4,25.0,1,6.0,19.0,25,48,119,167,0,219,9,South Africa,0,9,129
98,SM Pollock,0.0,0.0,0.0,0,117.0,4,25.0,1,6.0,19.0,25,48,119,167,0,219,9,South Africa,0,9,129
99,JDP Oram,4.0,0.0,4.0,6,143.0,3,20.0,1,26.0,14.0,40,104,99,203,0,274,13,New Zealand,0,9,209
99,SB Styris,54.0,24.0,30.0,93,143.0,3,20.0,1,26.0,14.0,40,104,99,203,0,274,13,New Zealand,0,9,209
99,Shoaib Malik,50.0,16.0,34.0,64,159.0,4,21.0,1,4.0,18.0,22,92,110,202,275,223,14,Pakistan,0,9,258
99,Abdul Razzaq,4.0,0.0,4.0,13,159.0,4,21.0,1,4.0,18.0,22,92,110,202,275,223,14,Pakistan,0,9,258
99,Kamran Akmal,0.0,0.0,0.0,0,159.0,4,21.0,1,4.0,18.0,22,92,110,202,275,223,14,Pakistan,0,9,258
99,Naved-ul-Hasan,0.0,0.0,0.0,0,159.0,4,21.0,1,4.0,18.0,22,92,110,202,275,223,14,Pakistan,0,9,258
99,Umar Gul,0.0,0.0,0.0,0,159.0,4,21.0,1,4.0,18.0,22,92,110,202,275,223,14,Pakistan,0,9,258
100,SK Raina,12.0,0.0,12.0,26,133.0,5,11.0,0,8.0,16.0,24,76,92,168,0,223,13,India,1,9,210
100,MS Dhoni,10.0,0.0,10.0,36,133.0,5,11.0,0,8.0,16.0,24,76,92,168,0,223,13,India,1,9,210
100,Harbhajan Singh,0.0,0.0,0.0,0,133.0,5,11.0,0,8.0,16.0,24,76,92,168,0,223,13,India,1,9,210
100,RR Sarwan,37.0,4.0,33.0,67,136.0,3,21.0,0,4.0,20.0,24,78,103,181,224,224,12,West Indies,0,9,208
100,RS Morton,19.0,6.0,13.0,35,136.0,3,21.0,0,4.0,20.0,24,78,103,181,224,224,12,West Indies,0,9,208
101,JM Kemp,37.0,16.0,21.0,83,118.0,5,20.0,0,6.0,16.0,22,74,86,160,0,213,18,South Africa,0,9,73
101,MV Boucher,61.0,28.0,33.0,87,118.0,5,20.0,0,6.0,16.0,22,74,86,160,0,213,18,South Africa,0,9,73
101,SM Pollock,0.0,0.0,0.0,0,118.0,5,20.0,0,6.0,16.0,22,74,86,160,0,213,18,South Africa,0,9,73
102,DJ Bravo,80.0,50.0,30.0,103,162.0,1,27.0,0,10.0,20.0,30,114,105,219,0,272,10,West Indies,0,9,251
102,CH Gayle,96.0,46.0,50.0,122,162.0,1,27.0,0,10.0,20.0,30,114,105,219,0,272,10,West Indies,0,9,251
102,RR Sarwan,0.0,0.0,0.0,0,162.0,1,27.0,0,10.0,20.0,30,114,105,219,0,272,10,West Indies,0,9,251
102,KP Pietersen,42.0,12.0,30.0,61,158.0,4,26.0,1,12.0,18.0,30,100,114,214,273,276,20,England,0,9,261
102,JWM Dalrymple,7.0,4.0,3.0,7,158.0,4,26.0,1,12.0,18.0,30,100,114,214,273,276,20,England,0,9,261
102,CMW Read,0.0,0.0,0.0,0,158.0,4,26.0,1,12.0,18.0,30,100,114,214,273,276,20,England,0,9,261
102,SI Mahmood,0.0,0.0,0.0,0,158.0,4,26.0,1,12.0,18.0,30,100,114,214,273,276,20,England,0,9,261
103,R Dravid,48.0,20.0,28.0,64,139.0,3,27.0,0,12.0,11.0,23,96,93,189,0,249,18,India,1,9,226
103,MS Dhoni,0.0,0.0,0.0,0,139.0,3,27.0,0,12.0,11.0,23,96,93,189,0,249,18,India,1,9,226
103,M Kaif,25.0,8.0,17.0,38,139.0,3,27.0,0,12.0,11.0,23,96,93,189,0,249,18,India,1,9,226
103,SK Raina,0.0,0.0,0.0,0,139.0,3,27.0,0,12.0,11.0,23,96,93,189,0,249,18,India,1,9,226
103,DR Martyn,44.0,12.0,32.0,86,168.0,3,25.0,0,16.0,10.0,26,120,99,219,250,252,25,Australia,0,9,231
103,A Symonds,18.0,12.0,6.0,17,168.0,3,25.0,0,16.0,10.0,26,120,99,219,250,252,25,Australia,0,9,231
103,MJ Clarke,0.0,0.0,0.0,0,168.0,3,25.0,0,16.0,10.0,26,120,99,219,250,252,25,Australia,0,9,231
104,MEK Hussey,35.0,8.0,27.0,52,137.0,4,31.0,0,0.0,19.0,19,78,109,187,0,240,21,Australia,0,9,184
104,MJ Clarke,0.0,0.0,0.0,0,137.0,4,31.0,0,0.0,19.0,19,78,109,187,0,240,21,Australia,0,9,184
104,A Symonds,46.0,18.0,28.0,44,137.0,4,31.0,0,0.0,19.0,19,78,109,187,0,240,21,Australia,0,9,184
104,DL Vettori,67.0,24.0,43.0,95,119.0,6,24.0,2,18.0,17.0,35,74,104,178,241,206,22,New Zealand,0,9,217
104,KD Mills,1.0,0.0,1.0,2,119.0,6,24.0,2,18.0,17.0,35,74,104,178,241,206,22,New Zealand,0,9,217
104,SE Bond,0.0,0.0,0.0,0,119.0,6,24.0,2,18.0,17.0,35,74,104,178,241,206,22,New Zealand,0,9,217
105,AB de Villiers,40.0,8.0,32.0,55,138.0,3,29.0,0,8.0,22.0,30,80,117,197,0,258,16,South Africa,0,9,246
105,HH Gibbs,53.0,16.0,37.0,69,138.0,3,29.0,0,8.0,22.0,30,80,117,197,0,258,16,South Africa,0,9,246
105,JM Kemp,0.0,0.0,0.0,0,138.0,3,29.0,0,8.0,22.0,30,80,117,197,0,258,16,South Africa,0,9,246
105,MV Boucher,0.0,0.0,0.0,0,138.0,3,29.0,0,8.0,22.0,30,80,117,197,0,258,16,South Africa,0,9,246
105,BC Lara,8.0,4.0,4.0,7,192.0,2,36.0,1,12.0,6.0,18,152,94,246,259,262,16,West Indies,0,9,235
105,CH Gayle,121.0,78.0,43.0,132,192.0,2,36.0,1,12.0,6.0,18,152,94,246,259,262,16,West Indies,0,9,235
105,RS Morton,0.0,0.0,0.0,0,192.0,2,36.0,1,12.0,6.0,18,152,94,246,259,262,16,West Indies,0,9,235
105,MN Samuels,0.0,0.0,0.0,0,192.0,2,36.0,1,12.0,6.0,18,152,94,246,259,262,16,West Indies,0,9,235
107,JH Kallis,40.0,4.0,36.0,59,199.0,3,28.0,1,40.0,20.0,60,160,127,287,0,392,20,South Africa,1,9,224
107,MV Boucher,5.0,0.0,5.0,9,199.0,3,28.0,1,40.0,20.0,60,160,127,287,0,392,20,South Africa,1,9,224
107,Shoaib Malik,25.0,4.0,21.0,66,170.0,8,25.0,1,20.0,7.0,27,134,88,222,393,228,4,Pakistan,0,9,361
107,Mohammad Asif,0.0,0.0,0.0,0,170.0,8,25.0,1,20.0,7.0,27,134,88,222,393,228,4,Pakistan,0,9,361
